Path,Vendor,PutCall,Asset,Time,Moneyness,vol,RowName,value
/root/Vendor1,Vendor1,Put,USD/EUR,30,0.5,0.347830673305,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,0.6,0.286616270383,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,0.7,0.24323616963,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,0.8,0.217690371047,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,0.9,0.209978874634,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,1,0.22010168039,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,1.1,0.248058788317,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,1.2,0.293850198412,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,1.3,0.357475910678,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,1.4,0.438935925113,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,30,1.5,0.538230241718,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,0.5,0.336576459576,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,0.6,0.275362056654,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,0.7,0.231981955901,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,0.8,0.206436157318,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,0.9,0.198724660905,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,1,0.208847466662,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,1.1,0.236804574588,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,1.2,0.282595984684,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,1.3,0.346221696949,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,1.4,0.427681711384,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,60,1.5,0.526976027989,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,0.5,0.325322245847,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,0.6,0.264107842925,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,0.7,0.220727742173,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,0.8,0.19518194359,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,0.9,0.187470447176,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,1,0.197593252933,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,1.1,0.225550360859,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,1.2,0.271341770955,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,1.3,0.33496748322,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,1.4,0.416427497656,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,90,1.5,0.51572181426,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,0.5,0.314068032119,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,0.6,0.252853629196,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,0.7,0.209473528444,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,0.8,0.183927729861,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,0.9,0.176216233448,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,1,0.186339039204,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,1.1,0.21429614713,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,1.2,0.260087557226,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,1.3,0.323713269492,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,1.4,0.405173283927,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,120,1.5,0.504467600532,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,0.5,0.30281381839,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,0.6,0.241599415468,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,0.7,0.198219314715,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,0.8,0.172673516132,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,0.9,0.164962019719,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,1,0.175084825475,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,1.1,0.203041933401,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,1.2,0.248833343497,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,1.3,0.312459055763,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,1.4,0.393919070198,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,150,1.5,0.493213386803,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,0.5,0.291559604661,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,0.6,0.230345201739,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,0.7,0.186965100986,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,0.8,0.161419302403,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,0.9,0.15370780599,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,1,0.163830611746,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,1.1,0.191787719673,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,1.2,0.237579129768,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,1.3,0.301204842034,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,1.4,0.382664856469,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,180,1.5,0.481959173074,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,0.5,0.280305390932,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,0.6,0.21909098801,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,0.7,0.175710887257,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,0.8,0.150165088674,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,0.9,0.142453592261,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,1,0.152576398018,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,1.1,0.180533505944,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,1.2,0.22632491604,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,1.3,0.289950628305,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,1.4,0.37141064274,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,210,1.5,0.470704959345,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,0.5,0.269051177203,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,0.6,0.207836774281,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,0.7,0.164456673528,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,0.8,0.138910874946,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,0.9,0.131199378532,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,1,0.141322184289,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,1.1,0.169279292215,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,1.2,0.215070702311,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,1.3,0.278696414576,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,1.4,0.360156429012,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,240,1.5,0.459450745616,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,0.5,0.257796963475,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,0.6,0.196582560552,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,0.7,0.1532024598,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,0.8,0.127656661217,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,0.9,0.119945164804,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,1,0.13006797056,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,1.1,0.158025078486,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,1.2,0.203816488582,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,1.3,0.267442200847,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,1.4,0.348902215283,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,270,1.5,0.448196531888,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,0.5,0.246542749746,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,0.6,0.185328346823,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,0.7,0.141948246071,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,0.8,0.116402447488,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,0.9,0.108690951075,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,1,0.118813756831,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,1.1,0.146770864757,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,1.2,0.192562274853,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,1.3,0.256187987119,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,1.4,0.337648001554,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,300,1.5,0.436942318159,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,0.5,0.235288536017,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,0.6,0.174074133095,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,0.7,0.130694032342,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,0.8,0.105148233759,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,0.9,0.0974367373459,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,1,0.107559543102,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,1.1,0.135516651028,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,1.2,0.181308061124,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,1.3,0.24493377339,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,1.4,0.326393787825,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,330,1.5,0.42568810443,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,0.5,0.224034322288,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,0.6,0.162819919366,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,0.7,0.119439818613,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,0.8,0.0938940200303,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,0.9,0.0861825236171,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,1,0.0963053293735,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,1.1,0.1242624373,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,1.2,0.170053847396,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,1.3,0.233679559661,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,1.4,0.315139574096,0.2,0.2
/root/Vendor1,Vendor1,Put,USD/EUR,360,1.5,0.414433890701,0.2,0.2
/root/Vendor2,Vendor2,Put,USD/EUR,30,0.5,0.612933000512,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,0.6,0.50722171331,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,0.7,0.422213198744,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,0.8,0.357907456813,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,0.9,0.314304487516,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,1,0.291404290855,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,1.1,0.289206866829,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,1.2,0.307712215439,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,1.3,0.346920336683,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,1.4,0.406831230562,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,30,1.5,0.487444897077,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,0.5,0.601033499439,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,0.6,0.495322212238,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,0.7,0.410313697672,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,0.8,0.34600795574,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,0.9,0.302404986444,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,1,0.279504789783,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,1.1,0.277307365757,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,1.2,0.295812714366,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,1.3,0.335020835611,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,1.4,0.39493172949,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,60,1.5,0.475545396004,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,90,0.5,0.589133998367,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,90,0.6,0.483422711166,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,90,0.7,0.398414196599,0.58,0.58
/root/Vendor2,Vendor2,Put,USD/EUR,90,0.8,0.334108454668,0.58,0.58
